,Unnamed: 0,title,lyrics,label
69,69,More,people get little understanding people get whole lot dont know got ta undemanding one thing know want want need love cant get need love get need love cant get dyou get scared feel much let somebody touch hot cold far control hard come harder hold people get little understanding people get whole lot dont know got ta undemanding want need love get need love cant get need love get need love cant get part dont get nervous part shake wont get deserve take learning cry fun profit im done yet counterfeit dollar english zloty anything get people get little understanding people get whole lot dont know got ta undemanding one thing know want need love get need love cant get need love get need love cant get love get love cant get,Tenderness
70,70,Psycho,damn ap goin psycho lil mama bad like michael cant really trust nobody jewelry roof look like noshow got diamond boatload come tony romo clown bozo ap goin psycho lil mama bad like michael cant really trust nobody jewelry roof look like noshow got diamond boatload dont act like friend im rollin end though stuck friend zone tell fourfive fifth ayy hunnid band inside short dechino shit ayy try stuff dont even fit ayy know shit ever since jit ayy made first million im like shit ayy 30 walkthrough man bitch lit ayy many bottle gave ugly girl sip window benzo get seen rent im like whoa man neck goddamn cold diamond wet tshirt soaked got homies let go oh money thick wont ever fold said hold cant ever tell damn ap goin psycho lil mama bad like michael cant really trust nobody jewelry roof look like noshow got diamond boatload come tony romo clown bozo ap goin psycho lil mama bad like michael cant really trust nobody jewelry roof look like noshow got diamond boatload dont act like friend im rollin end though ap goin psycho rollie goin brazy im hittin lil mama wan na baby fifty pinky chain stanky see whip promise take yo bitch dolla ridin old school chevy drop top boolin thotthot gon give toptop one switch make drop hey ayy take smoke shop gon get high ayy gon hit rodeo dial valentino gon hit pico take im take slum aint happen overnight diamond real bright saint laurent jean still van though vvs put necklace girl look beautiful tonight star roof matching jewelry damn ap goin psycho lil mama bad like michael cant really trust nobody jewelry roof look like noshow got diamond boatload come tony romo clown bozo ap goin psycho lil mama bad like michael cant really trust nobody jewelry roof look like noshow got diamond boatload dont act like friend im rollin end though,Tension
71,71,Some Guys Have All the Luck,lonely lonely love oh lonely im saying alone crowd bus work im daydreaming guy next ha woman arm arm empty doe feel woman love say yes love seems unfair love everywhere yet none guy luck guy pain guy little sunshine life life always filled rain someone take walk lake dear lord let someone shout someone liable cry sad movie believe die look eye find filled youre dream real seems im lucky guy luck guy pain guy little sunshine life life always filled rain losing game thing got change girl give love try love arm open wide guy luck guy pain guy little sunshine life life always filled rain,Sadness
72,72,​​rockstar,hahahahaha tank god ayy ayy ive fuckin hoe poppin pillies man feel like rockstar star ayy ayy brother got gas always smokin like rasta sta fuckin call uzi show man shottas ta homies pull block make thing go grrratatata ta pow pow pow ayy ayy switch whip came back black im startin sayin rest peace bon scott scott ayy close door blowin smoke ask light fire like im morrison son ayy act fool stage prolly leave fuckin show cop car car ayy shit wa legendary threw tv window montage cocaine table liquor pourin dont give damn dude girlfriend groupie tryna get sayin im band ayy ayy actin outta pocket tryna grab pant hundred bitch trailer say aint got man brought friend yeah ayy ayy ayy ive fuckin hoe poppin pillies man feel like rockstar star ayy ayy brother got gas always smokin like rasta sta fuckin call uzi show man shottas ta homies pull block make thing go grrratatata ta pow pow pow ive hill fuckin superstar feelin like popstar 21 21 21 drankin henny bad bitch jumpin pool aint got bra bra hit back pullin track screamin yeah yeah yeah like savage got 12 car garage got six car 21 aint cakin kiss kiss wifey say im lookin like whole snack big snack green hundred safe got old rack old rack la bitch always askin coke 21 21 livin like rockstar smash cop car sweeter poptart know hard done made hot chart member used trap hard livin like rockstar im livin like rockstar ayy ive fuckin hoe poppin pillies man feel like rockstar star ayy ayy brother got gas always smokin like rasta sta yeah yeah yeah yeah fuckin call uzi show man shottas ta homies pull block make thing go grrratatata ta grrratatatata star star rockstar rockstar star rockstar rockstar feel like rock rockstar rockstar rockstar feel like,Sadness
73,73,Let It Be,find time trouble mother mary come speaking word wisdom let hour darkness standing right front speaking word wisdom let let let let let whisper word wisdom let brokenhearted people living world agree answer let though may parted still chance see answer let let let let let yeah answer let let let let let whisper word wisdom let let let let yeah let whisper word wisdom let night cloudy still light shine shine til tomorrow let wake sound music mother mary come speaking word wisdom let let let let yeah let answer let let let let yeah let answer let let let let yeah let whisper word wisdom let,Tenderness
74,74,Game On,know time act sand time run know could never fall grace im far clever achieve destiny star ascent certainty know could never fall grace im far clever boy see boy take boy hooked subject closed worst case scenario becomes real dont show clever clevers dissuade tougher substance wa made know could never fall grace im far clever boy see boy take boy hooked subject closed worst case scenario becomes real dont show know time act,Sadness
75,75,Candy Paint,yeah yeah mmm ayy candy paint white top lambo door ooop drop busy plottin got kick door thats swat thot hundred thousand dollar table top half price whip price watch got jumper ball lot bitch im young stoney want candy paint white top skrrt lambo door ooop drop drop busy plottin got kick door thats swat thot pop hundred thousand dollar table top half price whip price watch bling got jumper ball lot swish bitch im young stoney want didnt know wa girl gave top yuh kicked roll said thanks lot goddamn love paper like im michael scott yeah thing man yeah slide boy comin damn im hot hot everybody say got ta stopped stopped even though final form aint unlocked locked im ahead muhfuckas comprehend aint understandin count hundred band watch vanish diamond going crazy like dance floor got lot nothin cant handle flavor last forever try sample goddamn baby im bos like im tony danza tony danza everybody tryna tell stand dont fuckin know homie dont want war ayy candy paint white top lambo door ooop drop busy plottin got kick door thats swat thot hundred thousand dollar table top half price whip price watch got jumper ball lot bitch im young stoney want candy paint white top skrrt lambo door ooop drop drop busy plottin got kick door thats swat thot pop hundred thousand dollar table top half price whip price watch bling got jumper ball lot swish bitch im young stoney want ive rollin twenty ash hit road woo hit switch suicide door damn already know vanished though ooh hit momma ride oh muhfuckas false yah money funny dont talk nah know aint shit could offer take second think crossin last forever try sample goddamn baby im bos like im tony danza tony danza everybody tryna tell stand dont fuckin know homie dont want war ayy candy paint white top lambo door ooop drop busy plottin got kick door thats swat thot hundred thousand dollar table top half price whip price watch got jumper ball lot bitch im young stoney want candy paint white top skrrt lambo door ooop drop drop busy plottin got kick door thats swat thot pop hundred thousand dollar table top half price whip price watch bling got jumper ball lot swish bitch im young stoney want,Tension
76,76,Heart-Shaped Box,eye like pisces weak ive locked inside heartshaped box week ive drawn magnet tar pit trap wish could eat cancer turn black hey wait got new complaint forever debt priceless advice hey wait got new complaint forever debt priceless advice hey wait got new complaint forever debt priceless advice advice meateating orchid forgive one yet cut angel hair baby breath broken hymen highness im left black throw umbilical noose climb right back hey wait got new complaint forever debt priceless advice hey wait got new complaint forever debt priceless advice hey wait got new complaint forever debt priceless advice advice eye like pisces weak ive locked inside heartshaped box week ive drawn magnet tar pit trap wish could eat cancer turn black hey wait got new complaint forever debt priceless advice hey wait got new complaint forever debt priceless advice hey wait got new complaint forever debt priceless advice advice advice advice,Sadness
77,77,Tommy Can You Hear Me,tommy hear feel near tommy see help cheer tommy tommy tommy,Tenderness
78,78,International Velvet,deffrwch cymry cysglyd gn dwfn ywr gwendid bychan yw fflam creulon ywr cynhaeaf ond per ywr dn daw alawr alarch unig yn fy mron every day wake thank lord im welsh every day wake thank lord im welsh gwledd fedd gynhyrfodd cymraes swil darganfyddais gwir baradwys rhyl every day wake thank lord im welsh thank lord im thank lord im welsh deffrwch cymry cysglyd gn dwfn ywr gwendid bychan yw fflam every day wake thank lord im welsh every day wake thank lord im welsh every day wake thank lord im welsh every day wake thank lord im thank lord im thank lord im welsh,Sadness
79,79,1959,living angel place wa born living air living heaven giving lie line heaven know way wind blow nineteen fiftynine way wind blow nineteen fiftynine wind blow still wind blow wild little child never kill clean way feel like today tell feel isabelle feel like nineteen fiftynine feel like nineteen fiftynine wind blow wild wind blow wild nineteen fiftynine fiftynine isabelle feel come like little child like another gun like homeless restless known none like way beyond line like never wa nineteen fiftynine,Tenderness
80,80,All Eyez on Me,big syke newt hank beugard big sir yall know shit go eye motherfuckin og roll club shit right eye eye know bet got twisted dont know trust many playerhatin nigga tryna sound like u say ready funk dont think knowin straight depth hell coward goin well still nigga holla see let devil sorry day finally freed got caravan nigga every time ride hittin motherfucker pas die live life bos player cause even im high fuck get crossed later future eye cause want cash thangs fivedouble0 benz flauntin flashy ring uhh bitch pursue like dream known disappear eye like dope fiend seems main thing wa major paid game sharper motherfuckin razor blade say money bring bitch bitch bring lie one nigga gettin jealous motherfucker die depend like first fifteenth might hold second punk wont get got four nigga low rider ski mask screamin thug life every time pas eye live life thug nigga day die live life bos player eye cause even gettin high eye live life thug nigga day die live life bos player cause even gettin high hey nigga pac much trouble world nigga cant nobody feel pain world changin everyday time movin fast girl said need raise long last im caught woman pistol chip triple beam got smoker whistle dip im lost land plan livin life flawless crime bos contraband let toss needy hooker got lot nerve let bucket swerve im takin curb nervousness neglect make pack tec devoted servin mot pay check like akai satellite nigga im forever ballin aint right parasite trigger flea crawlin sucker duck get busted emotion devotion handlin business nigga keep coastin goin came back lonely homie steady flowin grain nigga still dont know money rap shit crap shit aint funny nigga dont even know act shit say another way blunts gin day 24 parlay little homie g cant see im busterfree nigga cant stand eye live life thug nigga day die live life bos player cause even gettin high eye eye live life thug nigga day die live life bos player cause even gettin high eye fed watchin nigga plottin get survive die come let picture possibility givin charge lawyer makin grip told judge wa raised wrong thats blaze shit wa hyper kid cold teenager mobile callin big shot scene major packin hundred drawer fuck law bitch fuck passion im livin rough raw catchin case fast rate ballin fast lane hustle til mornin never stopped cash came live life thug nigga day die live life bos player cause even gettin high nigga got tossin shit put top time floss shit keep head nigga make motherfucker suffer benz burnin rubber money mandatory hoe stress criminal lifestyle equipped bulletproof vest make sure eye meal ticket get money motherfucker let get rich well kick eye live life thug nigga day die live life bos player cause even gettin high eye eye live life thug nigga day die live life bos player cause even gettin high eye pay attention nigga see shit go nigga walk motherfucker like bing cop bitch everymotherfuckinbody live life thug nigga day die live life bos playa cause even gettin high got bustas hoe police watchin nigga know live life thug nigga day die livin life bos playa cause even gettin high like think im walkin around ki pocket somethin think im goin back jail really dope live life thug nigga day die live life bos playa know yall watchin know yall got scope live life thug nigga day die live life bos playa cause even gettin high know yall know thug life baby yall got surveillance huh eye im knowin,Tension
81,81,There Will Always Be Music,chorus always music oh yes always song always music oh yes always song ever since world began music ha around man happy people meet therell always beat sound wait around therell always another song chorus anywhere world go one language people know whenever church bell ring child play sing little town wait around therell always another song chorus,Sadness
82,82,Destination,instrument way measuring feeling never cut floor penetrate ceiling space house bone discovered procession lurch recovered draconian winter unforetold one solar day suddenly youre old little envelope make cold make destination start unfold document useless forged beyond believing page fortyseven unsigned need evening space city storm slowly forming something eating day feel every morning destination destination destination destination destination destination religion technique way making speak distance speed left u weak destination look kind bleak element burned beast mistreated tell way well get road completed space body air ha grown small finger one caress youre powerless like clappedout swinger destination destination destination destination destination destination,Sadness
83,83,What’s My Age Again?,took wa friday night wore cologne get feeling right started making took pant turned tv thats time walked away nobody like youre 23 still amused tv show hell add friend say act age whats age whats age later drive home called mom payphone said wa cop husband jail state look sodomy thats time bitch hung nobody like youre 23 still amused prank phone call hell call id friend say act age whats age whats age thats time walked away nobody like youre 23 still act like youre freshman year hell wrong friend say act age whats age whats age thats time broke please stay one take seriously please stay many year ahead fall line please stay would wish please stay never wan na act age whats age whats age,Sadness
84,84,It’s Your Love,dancin dark middle night takin heart holdin tight emotional touch touchin skin askin youve doin oh beautiful thing dont think keep got ta let know wont let go love doe something sends shock right cant get enough wonder spell im love better wa happened takin hand wanted together im stronger ever im happy free oh beautiful thing dont think keep asked changed got ta say sweet name love doe somethin sends shock right cant get enough wonder spell im love oh baby oh beautiful thing dont think keep got ta let know wont let go love doe something sends shock right cant get enough wonder spell im love love love,Tenderness
85,85,Venom,got song filled shit strongwilled world give raw deal set til scream piss screw talk like dont belong tell youre wrong field somethings mitochondrial cause latched like knock knock let devil manevolent ive ever head spinnin medicine screamin llllet u llllike salad bowl edgar allan poe bedridden shoulda dead long time ago liquid tylenol gelatin think skeleton meltin wicked get high think ive smelled scent elephant manurehell meant kahla screw hell went hell accelerants blew mymymyself volkswagen tailspin bucket match pale skin mayo went hellmanns rail thin filetofish scribble jam rap olympics 97 freaknik bizarre florida proof room slept floor da motel dr dre said hell yeah got stamp like postcard word melman know theyre gon na hate dont care barely wait hit em snare bass square face fuckin world better prepare get laced theyre gon na taste venom got adrenaline momentum im knowin im ever gon na slow im ready snap moment im thinkin time go get em aint gon na know hit em wwwhen get bit venom got adrenaline momentum im knowin im ever gon na slow im ready snap moment im thinkin time go get em aint gon na know hit em wwwhen get bit said knock knock let devil shotgun pppellets felt pen cocked fuck around catch hot one itits evident im done vvenomous thought spun like web caught em held like hubcap mud flap beat strangler attack aint gon na feel like love tap eat painkiller pill fuck track like whats name wheel danica patrick threw car reverse indy nut crashin ya back mangled steel mustang jeep wrangler grill front smashed much rear fender assassin slim combination actual kamikaze gandhi gandhi translation probably kill u end backin ya aint gon na able tell fuck happenin ya youre bit venom adrenaline momentum im knowin im ever gon na slow im ready snap moment im thinkin time go get em aint gon na know hit em wwwhen get bit venom got adrenaline momentum im knowin im ever gon na slow im ready snap moment im thinkin time go get em aint gon na know hit em wwwhen get bit said knock knock let devil alien eeelliott phone home aint telling chokehold game end im loco became symbiote fang throat ho youre snakebitten myvenom ballpoint pen im gun cocked bump stock doubleaught buckshot tire thumper garrote tie couple knot fired caught fire juggernaut punk rock bitch goin like yung joc cause doc put like sunblock fuck get one shot ate shit til cant taste chased straight liquor paint thinner drank til faint awake headache take anything rectangular shape wait face demon im bonded cause theyre chasin im part escapin impossible latch onto like aparasite probably ruined parent life childhood cause im music yall grew im responsible retarded fool im super villain dad mom wa losin marble marvel eddie brock im suit call venom got adrenaline momentum im knowin im ever gon na slow im ready snap moment im thinkin time go get em aint gon na know hit em wwwhen get bit venom got adrenaline momentum im knowin im ever gon na slow im ready snap moment im thinkin time go get em aint gon na know hit em wwwhen get bit,Tension
86,86,Are The Good Times Really Over (I Wish a Buck Was Still Silver),wish buck wa still silver wa back country wa strong back elvis vietnam war came along beatles yesterday man could still work still would best free life behind u good time really good rolling hill like snowball headed hell kind chance flag liberty bell wish ford chevy could still last ten year like best free life behind u good time really good wish coke wa still cola joint wa bad place wa back nixon lied u tv x2,Tension
87,87,Rich As Fuck,uh ak nightstand right next bible swear fifty shot ill shoot 50 pocket gettin fat weight watcher lipo money talk bullshit walk motherfucking tightrope make pussy tap knock pussy cold nigga get beat crap thats dice roll hoe want hose pipe give hoe pipe get dick stay night like porch light let fuck talkin ballin im spraying rusty nigga like wd40 fucked trukd ands buttfucks bitch nigga go behind ya back like nunchucks thats fucked hoe cup nigga whatever bitch think theyre fly well tell hoe pluck feather im tunechi young tunechi wear trukfit fuck gucci shes blowing kiss pussy lip smooch thats 2 chainz look look u nigga look rich fuck nigga live rich fuck nigga look rich fuck look look u nigga look rich fuck nigga live rich fuck nigga look rich fuck never talk cop dont speak pig latin turnt penny motherfuckin janet jackson tell bitch hatin aint got worry want hit run like aint got insurance ho whats name whats sign zodiac killer rat got ta die even master splinter yeah murder 187 killing bitch hope dog go heaven got xanax percocet promethazine codeine call mr sandman im sellin hoe dream got white girl big titty flatass tv screen keep bad bitch call bb king know got mouth put bitch like house fire im killing hoe like michael myers eat cat like lion cant trust none nigga cant trust none hoe see girl want got ho tivod got redass bitch redass pussy nigga try thats deadass pussy since yall motherfucker blind fact tell truth dont care lookin know love bitch pussy feel like heaven earth six foot deep dick shovelin dirt rip rest pussy light shit pas shit gon get smoked went got locked every night dreamt broke one time pussy nigga thats shit dont like eatin nigga fuck around food fight thats 2 chainz look look u nigga look rich fuck nigga live rich fuck nigga look rich fuck look look u nigga look rich fuck nigga live rich fuck nigga look rich fuck nigga ho,Sadness
88,88,Get it Together,get together harambee get together harambee get together get together get together harambee help brother harambee help sister harambee help brother help sister help brother harambee tell people harambee tell people harambee tell people tell people tell people harambee love one another harambee love another harambee love one another love one another get together harambee,Tenderness
89,89,Dry & Heavy,wood dry still heavy wood dry still heavy drybone dry wa dan one two tree four five six u went wood bush man forgot ox said len mi yuh oxwill len len mi yuh oxlen mi yuh ox len mi yuh ox know mother know gots run around play kind game come say help downwill someone help downdis wood dry heavy help downgive helping hand help downhelp iron electric iron ironwood fiyah iron anywaywarmup yuh iron press di uniform demkhaaki pant shirt involve monday mawning coming sing school daysschool day please obey hear mother say dis dis dis dis school daysschool day wood dry still heavy wood dry still heavy bone drybut still heavy drybut still heavy well drybut still heavy dryah dan drybut still heavy wood dry still heavy wood dry still heavy yeeaaaaaaahhh wa dan 1 2 3 4 5 6 u di wood bush,Tension
90,90,Dumb Blonde,dont try cry way dont try lie ill catch dont try make feel sorry im blonde dont think im dumb dumb blonde isnt nobody fool left thought id sit thought id wait thought id cry called dumb blonde ah somehow lived know one thing blonde ha learned blonde fun flew high ground stormy wheater come back ive found new thread old spool im blonde dont think im dumb dumb blonde nobody fool left thought id sit thought id wait thought id cry called dumb blonde ah somehow lived know one thing blonde ha learned blonde fun flew high ground stormy wheater come back ive found new thread old spool im blonde dont think im dumb dumb blonde nobody fool,Tension
91,91,The Battle of Evermore,queen light took bow turned go prince peace embraced gloom walked night alone oh dance dark night sing morning light dark lord ride force tonight time tell u oh throw plow hoe rest lock home side side wait might darkest oh hear horse thunder valley im waiting angel avalon waiting eastern glow apple valley hold seed happiness ground rich tender care repay forget dance dark night sing morning light apple turn brown black tyrant face red oh war common cry pick sword fly sky filled good bad mortal never know oh oh well night long bead time pas slow tired eye sunrise waiting eastern glow pain war exceed woe aftermath drum shake castle wall ring wraith ride black ride sing raise bow ride shoot straighter comfort ha fire night light face cold oh dance dark night sing morning light magic rune writ gold bring balance back bring back last sun shining cloud blue roll flame dragon darkness sunlight blind eye ahhhhh bring back bring back bring back bring back bring back bring back bring back bring back oh oh oh oh oh oh oh bring back bring back bring back bring back oh oh oh oh oh oh oh bring bring bring bring bring bring bring bring bring bring bring bring,Sadness
92,92,Fuck tha Police,right nwa court full effect judge dre presiding case nwa versus police department prosecuting attorney mc ren ice cube eazymotherfuckinge order order order ice cube take motherfucking stand swear tell truth whole truth nothing truth help black goddamn right well wont tell everybody fuck got ta say fuck police comin straight underground young nigga got bad cause im brown color police think authority kill minority fuck shit cause aint one punk motherfucker badge gun beating thrown jail go toetotoe middle cell fuckin cause im teenager little bit gold pager searchin car lookin product thinkin every nigga sellin narcotic youd rather see pen lorenzo rollin benzo beat police shape im finished bring yellow tape tape scene slaughter still getting swole bread water dont know fag search nigga grabbing nut hand without gun cant get none dont let black white one cause theyll slam ya street top black police showing white cop ice cube swarm motherfucker blue uniform cause im cpt punk police afraid huh young nigga warpath im finished gon na bloodbath cop dying la yo dre got something say fuck tha police fuck tha police fuck tha police fuck tha police pull goddamn right aww shit fuck pullin cause feel like sit curb shut fuck man fuck shit aight smarta im taking black jail mc ren please give testimony jury fucked incident fuck police ren said authority nigga street majority gang whoever im steppin motherfuckin weapon kept stash spot socalled law wishing ren wa nigga never saw light start flashing behind theyre scared nigga mace blind shit dont work laugh give hint step path police im saying fuck punk reading right shit junk pulling silly club stand fakeass badge gun hand take gun see whats well go punk ima fuck make think ima kick drop gat rens gon na blast im sneaky fuck come crime ima smoke next time smoke motherfucker sweat asshole threatens im sniper hell scope taking cop two cant cope motherfuckin villain thats mad potential get bad fuck ima turn around put clip yo sound gunshot sound yeah somethin like depends size gat taking police would make day nigga like ren dont give fuck say fuck tha police fuck tha police fuck tha police fuck tha police knocking sound yeah man need police open aww shit warrant eazyes arrest get put hand right see em move motherfucker move fuck man shut fuck get motherfucking floor heard man shut fuck didnt shit man shut fuck eazye wont step stand tell jury feel bullshit im tired motherfuckin jackin sweating gang im chillin shack shining light face maybe kick much butt kick maybe cause blast stupid nigga im playing trigger uzi ak cause police always got somethin stupid say put picture silence cause identity cause violence e criminal behavior yeah im gangsta still got flavor without gun badge got sucker uniform waiting get shot another nigga gat dont matter smaller bigger size dont mean shit old school fool know e rule whenever im rollin keep lookin mirror ear cue yo hear dumb motherfucker gun im rollin 8 hell one take get away im driving laughing ill say fuck tha police fuck tha police fuck tha police fuck tha police verdict jury ha found guilty redneck white bread chickenshit motherfucker wait thats lie thats goddamn lie get want justice get fuck face want justice right fuck black motherfucker fuck tha police fuck tha police fuck tha police,Tension
93,93,Knockin’ Boots,truck need half tank wheel need twolane radio need three song play get cross town dress need slip hair need come friday night need friday night need thats truth yeah bird need bee ice need whiskey boy like need girl like kiss fishin dark need nitty gritty pale moon sweet tea need sugar stirrin small town night need end burnin shade need drawin heart need fallin boot need knockin knockin boot knockin boot oh long week need weekend cheap drink need aslingin dance floor need tonight singalong need sung tip bell need rung last call need call cab backseat need want bad yeah bird need bee ice need whiskey boy like need girl like kiss fishin dark need nitty gritty pale moon sweet tea need sugar stirrin small town night need end burnin shade need drawin heart need fallin boot need knockin knockin boot knockin boot girl door need shuttin light need cuttin lip need lockin boot need knockin bird need bee ice need whiskey boy like need girl like kiss fishin dark need nitty gritty pale moon sweet tea need sugar stirrin small town night need end burnin shade need drawin heart need fallin boot need knockin knockin boot mmm knockin boot oh knockin boot,Tenderness
94,94,Meatplow,fine place day full breakdown take meltdown show u throw tack road stop meatplow got bullet aint mine got picture everything break u yeah break make u hate make bleed got lover yeah show understand yeah understand got brother well show make amends yeah make amends take break mousetrap call home take message make smile feel kiss sleeping news got picture everything break u yeah break make u hate make bleed got lover yeah show understand yeah understand got brother well show make amends yeah make amends got picture everything break u yeah break make u hate make bleed got lover yeah show understand yeah understand got brother well show make amends yeah make amends,Tension
95,95,Plush,feel time wasted go ya goin til tomorrow see lie come would even care feel feel ya goin tomorrow ya goin mask found feel feel dog begin smell smell alone feel much depends weather rainin bedroom see eye disarray would even care feel feel ya goin tomorrow ya goin mask found feel feel dog begin smell smell alone dog find got time time wait tomorrow find find find dog find got time time wait tomorrow find find find ya goin tomorrow ya goin mask found feel feel dog begin smell smell alone dog find got time time wait tomorrow find find find dog find got time time wait tomorrow find find find find find find,Sadness
96,96,This Time Tomorrow,time tomorrow spaceship somewhere sailing across empty sea time tomorrow know still watching inflight movie show ill leave sun behind watch cloud sadly pas seven mile see world aint big time tomorrow see field full house endless row crowded street dont know im going dont want see feel world looking leave sun behind watch cloud sadly pas im perpetual motion world doesnt matter much time tomorrow spaceship somewhere sailing across empty sea time tomorrow time tomorrow see time tomorrow,Sadness
97,97,Mother,mother think theyll drop bomb mother think theyll like song mother think theyll try break ball oohah mother build wall mother run president mother trust government mother put firing line oohah waste time hush baby baby dont cry mamma gon na make nightmare come true mamma gon na put fear mamma gon na keep right wing wont let fly might let sing mamma gon na keep baby cosy warm ooooh babe ooooh babe ooh babe course mamma gon na help build wall mother think shes good enoughfor mother think shes dangerousto mother tear little boy apart oohah mother break heart hush baby baby dont cry mamma gon na check girlfriend mamma wont let anyone dirty get mamma gon na wait get mamma always find youve mamma gon na keep baby healthy clean ooooh babe ooooh babe ooh babe youll always baby mother need high,Tenderness
98,98,Weathered,lie awake long dark night cant seem tame mind sling arrow killing inside maybe cant accept life thats mine maybe cant accept life thats mine simple living desperate cry trading love indifference yeah suit fine try hold im calloused bone maybe thats feel alone yeah maybe thats feel alone im rusted weathered barely holding together im covered skin peel wont heal rusted weathered barely holding together im covered skin peel wont heal wont heal sun shine cant avoid light think im holding life tight ash ash dust dust sometimes feel like giving yeah said sometimes feel like giving im rusted weathered barely holdin together im covered skin peel wont heal rusted weathered barely holding together im covered skin peel wont heal wont heal day reminds night hide truth earth voice speaking take pride leave behind one day end one day die believe right choose win choose fight fight covered skin peel wont covered skin peel wont heal,Sadness
99,99,Not Guilty,crime want charge iman possible guilty crime want charge iman possible guilty ive following great foreigner footstep ive following great foreigner footstep foreigner like honorable marcus mosiah garvey foreigner like honorable mr malcom x foreigner like honorable martin luther king payed way therefore could recognized jah send jah send jah send jah send jah send jah send jah send jah send marcus garvey wa first rastaman jamaica malcom x wa american rastaman martin luther king wa rastaman jah send jah send jah send jah send jah send jah send jah send jah send criticize man philosophy sould remember set example red black green marcus original red black green marcus original crime want charge iman possible guilty crime want charge iman possible guilty people want ignorant lack speech live fear wa following great foreigner footstep first voice people jah send jah send jah send jah send jah send jah send jah send jah send crime want charge iman possible guilty crime want charge iman possible guilty mr jury use discretion guilty,Tension
100,100,Khaki Suit,intro bounty killer none mighty bounty killer along jr gong damian jrgong marley bounty killer yeahhhhhhhhhhuh yes mi lion mi name jr gong yuh know yuh ah unique dj dread watch young man nah mercy watch nowbim well name jrgong seh look mi natty tall nuh know dem see living topanotch clarky boot khaki suit think go calabar well pitty dem nuh know seh every dreadlock star ever quick lyric never quit talk fi get hit haffi fit equipped fi spit fire ball city fit inna mi grip squeeze till small every itty little bitty drip till none nuh left go flipitty lippy philip fi mine talk pity like yosemite sam time war dem better know wi vehicle dem better mark wi car keep distance cause man full yuh face scar yuh go run fi di uptown man dem dem par yuh run fi di ghetto man dem dem par yuh run fi di country man dem dem par bun ganja spliff weh build bigger cigar watch dread flash flash dreadlock bim politican drive dem car tell dem nuh steer come dem touch pon end hear seh war declare man clap inna town man clap inna square whole heap skull bore whole heap flesh tear wait man run grammy fi di gunman fi year weh mek poor people haffi live inna fear one shirt deh pon dem back dem nuh nothing fi wear man one desert done still afford pair find nuh vasoline fi moisturize dem daughter hair bulla price rise nuh dearer pear mi get fi know seh head government nuh care cause money share crate guiness crate beer pay little pickney school fee come end year tell youth dem seh fi get education prepare rastafari nah go give nuh man bear catch fire bun tell tican dem beware flash flash flash dreadlock flash flash flash bim warlord jr gong yuh hear tune bomb haffi set numba one yuh assume dat di plan fi di gold bullion cau man fi tun hooligan like stephen julian rasta dem nuh coolieman babylon dem truly wrong dem waan fi fool di man dem waan fi gi jumped dem war dem truly man nuh fool cau mi side school di man dem fi try school di dem seh bounty di beast di eye di beholder compare hitler ayatollah seh dem high roller dem ah baby inna stroller seh dat cold jr gong colda crossangry lawd mercy lawd mercy mi muma mi muma mi muma mi muma bella bella bella bella bella oy jah know seh grow without pupa bella bella bella bella bella oy mi one big sista dem nuh kill mi bredda hey dem seh dat yuh must fight black power hey dem man deh bwoy deh back bi bowa hey di bwoy deh come bulava ha ha haha ha bading dem,Tension
101,101,The Ledge,eye look high filthy street heed bullhorn call watch fly die watch fall im boy cant ignore first time life im sure love sent high pledge wont reach ledge wind blow cold west smell coffee smell doughnut press girl knew year ago tryin reached phone im boy cant ignore first time life im sure love sent high pledge priest kneel silent still policeman reach sill watch try try best therell medal pinned chest im boy couldnt ignore first time life im sure im boy last time life love pledge last time reach ledge,Sadness
102,102,The Old Rugged Cross,hill far away stood old rugged cross emblem suffering shame love old cross dearest best world lost sinner wa slain ill cherish old rugged cross till trophy last lay cling old rugged cross exchange day crown old rugged cross ever true shame reproach gladly bear hell call day home far away glory forever ill share ill cherish old rugged cross till trophy last lay cling old rugged cross exchange day crown cling old rugged cross exchange day crown,Tenderness
103,103,Lazarus,look im heaven ive got scar cant seen ive got drama cant stolen everybody know look man im danger ive got nothing left lose im high make brain whirl dropped cell phone aint like time got new york wa living like king used money wa looking way way know ill free like bluebird aint like oh ill free like bluebird oh ill free aint like,Sadness
104,104,Because of You,make mistake let cause heart much misery break way fell hard ive learned hard way never let get far never stray far sidewalk learned play safe side dont get hurt find hard trust everyone around afraid lose way long point cry know thats weakness eye im forced fake smile laugh everyday life heart cant possibly break wasnt even whole start never stray far sidewalk learned play safe side dont get hurt find hard trust everyone around afraid watched die heard cry every night sleep watched die sleep wa young known better lean wa young lean never thought anyone else saw pain never saw cry middle night damn thing never stray far sidewalk learned play safe side dont get hurt find hard trust everyone around afraid,Sadness
